lon,lat,date,site,island,region,unit,Bathymetry_ETOPO_2022_v1_15s,Chlorophyll_A_ESA_OC_CCI_v6.0_Clim,Sea_Surface_Temperature_NOAA_geopolar_blended_Clim
205.1194,19.424,10/29/2008,HAW-00008,Hawaii,MHI,Hawaii,-41.91630554199219,0.15106560289859772,298.4954528808594
205.0726,19.394,10/29/2008,HAW-00009,Hawaii,MHI,Hawaii,-15.372644424438477,0.21944095194339752,298.50994873046875
205.010517,19.339767,10/29/2008,HAW-00033,Hawaii,MHI,Hawaii,-41.262718200683594,0.19365078210830688,298.52728271484375
205.099367,19.408167,10/29/2008,HAW-00066,Hawaii,MHI,Hawaii,-115.26365661621094,0.10775277763605118,NA
205.054267,19.373433,10/29/2008,HAW-00067,Hawaii,MHI,Hawaii,-157.4364013671875,0.11347316950559616,298.50994873046875
205.01795,19.34285,10/29/2008,HAW-00068,Hawaii,MHI,Hawaii,-40.30762481689453,0.19365078210830688,298.52728271484375
204.803,19.2533,10/30/2008,HAW-00010,Hawaii,MHI,Hawaii,-73.198516845703125,0.21677391231060028,NA
204.7446,19.2672,10/30/2008,HAW-00011,Hawaii,MHI,Hawaii,-10.940715789794922,0.22295494377613068,NA
204.916,19.2996,10/30/2008,HAW-00028,Hawaii,MHI,Hawaii,-39.601905822753906,0.6179817318916321,298.54742431640625
204.872617,19.273683,10/30/2008,HAW-00069,Hawaii,MHI,Hawaii,-79.1390609741211,0.12653018534183502,298.5496826171875
204.773483,19.2601,10/30/2008,HAW-00070,Hawaii,MHI,Hawaii,-51.375362396240234,0.2380397766828537,NA
204.764367,19.265167,10/30/2008,HAW-00071,Hawaii,MHI,Hawaii,-8.558734893798828,0.2380397766828537,NA
204.719417,19.2656,10/30/2008,HAW-00072,Hawaii,MHI,Hawaii,-20.63701057434082,0.22295494377613068,NA
204.720283,19.26525,10/30/2008,HAW-00074,Hawaii,MHI,Hawaii,-20.63701057434082,0.22295494377613068,NA
204.707667,19.261833,10/30/2008,HAW-00075,Hawaii,MHI,Hawaii,-79.62843322753906,0.2962048053741455,NA
204.3818,18.965417,10/31/2008,HAW-00012,Hawaii,MHI,Hawaii,-12.795536041259766,0.3551022410392761,298.61883544921875
204.499,19.1339,10/31/2008,HAW-00016,Hawaii,MHI,Hawaii,NA,NA,298.5534973144531
204.4475,19.0755,10/31/2008,HAW-00017,Hawaii,MHI,Hawaii,-19.475873947143555,0.1988021284341812,NA
204.492367,19.12295,10/31/2008,HAW-00076,Hawaii,MHI,Hawaii,-42.01859664916992,0.14089912176132202,298.5534973144531
204.450233,19.084317,10/31/2008,HAW-00077,Hawaii,MHI,Hawaii,-0.7086651921272278,0.30429497361183167,298.5631103515625
204.374033,18.945117,10/31/2008,HAW-00078,Hawaii,MHI,Hawaii,-27.770368576049805,0.2918985188007355,298.6437072753906
204.477083,19.1114,10/31/2008,HAW-00080,Hawaii,MHI,Hawaii,-12.698101997375488,0.14089912176132202,298.5534973144531
204.2037,19.006233,11/1/2008,HAW-00023,Hawaii,MHI,Hawaii,-91.36685943603516,0.14571543037891388,NA
204.1174,19.0383,11/1/2008,HAW-00024,Hawaii,MHI,Hawaii,-2.9699392318725586,0.09472674131393433,298.9386901855469
204.098983,19.074833,11/1/2008,HAW-00034,Hawaii,MHI,Hawaii,-45.491207122802734,0.17605598270893097,298.99285888671875
204.092533,19.079933,11/1/2008,HAW-00081,Hawaii,MHI,Hawaii,-4.4631853103637695,0.17605598270893097,298.99285888671875
204.137333,19.0264,11/1/2008,HAW-00082,Hawaii,MHI,Hawaii,-62.309783935546875,0.18155135214328766,298.9386901855469
204.217033,18.9952,11/1/2008,HAW-00083,Hawaii,MHI,Hawaii,-22.9401798248291,0.10992146283388138,298.76214599609375
204.315517,18.922033,11/2/2008,HAW-00013,Hawaii,MHI,Hawaii,-59.94145965576172,0.18465137481689453,298.67218017578125
204.3116,18.939,11/2/2008,HAW-00014,Hawaii,MHI,Hawaii,-31.174205780029297,0.18465137481689453,298.67218017578125
204.26915,18.968567,11/2/2008,HAW-00022,Hawaii,MHI,Hawaii,-23.1511287689209,NA,298.6993713378906
204.2037,19.006233,11/2/2008,HAW-00023,Hawaii,MHI,Hawaii,-91.36685943603516,0.14571543037891388,NA
204.316267,18.91465,11/2/2008,HAW-00084,Hawaii,MHI,Hawaii,-98.34831237792969,0.14918473362922668,298.67218017578125
204.303883,18.945117,11/2/2008,HAW-00085,Hawaii,MHI,Hawaii,-55.183719635009766,0.18465137481689453,298.67218017578125
204.287067,18.958533,11/2/2008,HAW-00086,Hawaii,MHI,Hawaii,NA,NA,298.6993713378906
204.245533,18.975683,11/2/2008,HAW-00087,Hawaii,MHI,Hawaii,-7.184075832366943,0.10992146283388138,298.76214599609375
204.23885,18.980733,11/2/2008,HAW-00088,Hawaii,MHI,Hawaii,NA,0.10992146283388138,298.76214599609375
204.228667,18.98655,11/2/2008,HAW-00089,Hawaii,MHI,Hawaii,-125.46299743652344,0.10992146283388138,298.76214599609375
204.2234,20.2472,10/8/2010,HAW-00021,Hawaii,MHI,Hawaii,-19.472150802612305,0.4119970202445984,298.5863037109375
204.152035,20.267028,10/8/2010,HAW-00032,Hawaii,MHI,Hawaii,-18.77833366394043,0.18956801295280457,298.6318054199219
204.296617,20.192383,10/8/2010,HAW-00020,Hawaii,MHI,Hawaii,-16.959936141967773,0.21592466533184052,298.5437927246094
204.2908659,20.20014013,10/8/2010,HAW-00457,Hawaii,MHI,Hawaii,-26.90569496154785,0.5102872252464294,298.5566101074219
204.2487895,20.23244122,10/8/2010,HAW-00150,Hawaii,MHI,Hawaii,NA,0.4119970202445984,298.5863037109375
204.2486838,20.23945042,10/8/2010,HAW-00146,Hawaii,MHI,Hawaii,-23.298322677612305,0.4119970202445984,298.5863037109375
204.144612,20.26778779,10/8/2010,HAW-00167,Hawaii,MHI,Hawaii,-7.528695583343506,0.18956801295280457,298.6719970703125
204.7506,19.999,10/9/2010,HAW-00029,Hawaii,MHI,Hawaii,-16.943359375,0.20717576146125793,298.433349609375
204.6339,20.0582,10/9/2010,HAW-00030,Hawaii,MHI,Hawaii,-2.8949503898620605,0.1782272458076477,298.45306396484375
204.5537,20.0951,10/9/2010,HAW-00031,Hawaii,MHI,Hawaii,NA,0.16383889317512512,298.4534606933594
204.7677452,19.98708649,10/9/2010,HAW-00178,Hawaii,MHI,Hawaii,NA,0.20717576146125793,298.433349609375
204.6814514,20.03393152,10/9/2010,HAW-00354,Hawaii,MHI,Hawaii,-29.48963165283203,0.2576278746128082,298.43865966796875
204.6175993,20.06635465,10/9/2010,HAW-00525,Hawaii,MHI,Hawaii,NA,0.2198900282382965,298.45306396484375
204.773186,19.98493443,10/9/2010,HAW-00315,Hawaii,MHI,Hawaii,-28.5891170501709,0.20717576146125793,298.433349609375
204.7085337,20.02240791,10/9/2010,HAW-00194,Hawaii,MHI,Hawaii,-23.299793243408203,0.18190902471542358,298.44134521484375
204.6507785,20.04969385,10/9/2010,HAW-00323,Hawaii,MHI,Hawaii,NA,0.1782272458076477,298.43865966796875
204.6361105,20.05500748,10/9/2010,HAW-00198,Hawaii,MHI,Hawaii,-2.8949503898620605,0.1782272458076477,298.45306396484375
204.912587,19.75809826,10/10/2010,HAW-00190,Hawaii,MHI,Hawaii,-21.924110412597656,0.7053959965705872,298.4162902832031
204.9726942,19.74435185,10/10/2010,HAW-00272,Hawaii,MHI,Hawaii,-22.8541202545166,0.3731176555156708,298.4194030761719
204.9311609,19.74751619,10/10/2010,HAW-00302,Hawaii,MHI,Hawaii,-12.701218605041504,1.3991034030914307,298.4116516113281
205.028909,19.65415243,10/10/2010,HAW-00177,Hawaii,MHI,Hawaii,-19.512863159179688,0.23780131340026855,298.42950439453125
205.0230212,19.66447676,10/10/2010,HAW-00136,Hawaii,MHI,Hawaii,-11.931864738464355,0.23780131340026855,298.42950439453125
204.9643887,19.74035217,10/10/2010,HAW-00203,Hawaii,MHI,Hawaii,-7.407430648803711,0.3731176555156708,298.4194030761719
204.9270556,19.75570179,10/10/2010,HAW-00358,Hawaii,MHI,Hawaii,-34.75352478027344,0.35798880457878113,298.4162902832031
205.0157,19.7077,10/10/2010,HAW-00025,Hawaii,MHI,Hawaii,-2.7010998725891113,0.19255618751049042,298.43353271484375
204.9696,19.7415,10/10/2010,HAW-00026,Hawaii,MHI,Hawaii,-6.309300422668457,0.3731176555156708,298.4194030761719
204.9104,19.808717,10/10/2010,HAW-00001,Hawaii,MHI,Hawaii,-9.548664093017578,0.21274273097515106,298.42437744140625
204.2044473,19.00717646,10/11/2010,HAW-00335,Hawaii,MHI,Hawaii,NA,0.14571543037891388,NA
204.1795878,19.01212153,10/11/2010,HAW-00246,Hawaii,MHI,Hawaii,-100.25160217285156,0.14571543037891388,NA
204.1184818,19.03992992,10/11/2010,HAW-00447,Hawaii,MHI,Hawaii,-2.9699392318725586,0.09472674131393433,298.9386901855469
204.26915,18.968567,10/11/2010,HAW-00022,Hawaii,MHI,Hawaii,-23.1511287689209,NA,298.6993713378906
204.1174,19.0383,10/11/2010,HAW-00024,Hawaii,MHI,Hawaii,-2.9699392318725586,0.09472674131393433,298.9386901855469
204.098983,19.074833,10/11/2010,HAW-00034,Hawaii,MHI,Hawaii,-45.491207122802734,0.17605598270893097,298.99285888671875
204.2582372,18.96924701,10/11/2010,HAW-00290,Hawaii,MHI,Hawaii,-122.90337371826172,NA,298.6993713378906
204.2137264,18.99763014,10/11/2010,HAW-00181,Hawaii,MHI,Hawaii,-16.242189407348633,0.10992146283388138,298.76214599609375
204.161014,19.01857392,10/11/2010,HAW-00503,Hawaii,MHI,Hawaii,-25.820877075195313,0.18155135214328766,NA
204.1253128,19.03261788,10/11/2010,HAW-00531,Hawaii,MHI,Hawaii,-57.38497543334961,0.18155135214328766,298.9386901855469
204.1351604,20.07471208,10/12/2010,HAW-00035,Hawaii,MHI,Hawaii,-29.71937370300293,NA,298.8899230957031
204.1619658,19.97802942,10/12/2010,HAW-00036,Hawaii,MHI,Hawaii,-13.395223617553711,0.22750765085220337,NA
204.1095342,19.93124583,10/12/2010,HAW-00037,Hawaii,MHI,Hawaii,-9.638405799865723,0.21821868419647217,298.9581604003906
204.1067795,20.12523802,10/12/2010,HAW-00361,Hawaii,MHI,Hawaii,-22.90276527404785,NA,298.7889099121094
204.1321824,20.08223919,10/12/2010,HAW-00346,Hawaii,MHI,Hawaii,-18.06900978088379,NA,298.8899230957031
204.1677374,19.97885806,10/12/2010,HAW-00094,Hawaii,MHI,Hawaii,NA,NA,NA
204.1072796,19.9299064,10/12/2010,HAW-00090,Hawaii,MHI,Hawaii,-30.484542846679688,0.21821868419647217,298.9581604003906
204.1555805,20.05506028,10/12/2010,HAW-00153,Hawaii,MHI,Hawaii,NA,NA,NA
204.174398,20.01060066,10/12/2010,HAW-00215,Hawaii,MHI,Hawaii,-4.315954685211182,NA,NA
204.1218807,19.93578823,10/12/2010,HAW-00111,Hawaii,MHI,Hawaii,NA,0.21821868419647217,298.9581604003906
204.0826,19.1370999,10/13/2010,HAW-00297,Hawaii,MHI,Hawaii,-13.617959022521973,NA,298.99810791015625
204.098428,19.21418038,10/13/2010,HAW-00428,Hawaii,MHI,Hawaii,-51.97306442260742,NA,298.99078369140625
204.099568,19.24453033,10/13/2010,HAW-00265,Hawaii,MHI,Hawaii,-134.69378662109375,NA,298.99078369140625
204.0836443,19.10705287,10/13/2010,HAW-00138,Hawaii,MHI,Hawaii,NA,NA,298.99810791015625
204.0901154,19.17447103,10/13/2010,HAW-00173,Hawaii,MHI,Hawaii,-9.330352783203125,NA,298.9957275390625
204.1001856,19.2123574,10/13/2010,HAW-00430,Hawaii,MHI,Hawaii,NA,NA,298.9893798828125
204.1005806,19.25695055,10/13/2010,HAW-00248,Hawaii,MHI,Hawaii,NA,NA,298.9862060546875
204.0818136,19.12912359,10/13/2010,HAW-00038,Hawaii,MHI,Hawaii,-25.311689376831055,NA,298.99810791015625
204.0982429,19.21420678,10/13/2010,HAW-00039,Hawaii,MHI,Hawaii,-51.97306442260742,NA,298.99078369140625
204.1104941,19.30423077,10/13/2010,HAW-00040,Hawaii,MHI,Hawaii,-48.22480010986328,0.11998718976974487,298.9847106933594
205.0445585,19.3660173,10/14/2010,HAW-00233,Hawaii,MHI,Hawaii,-45.4809684753418,0.11347316950559616,NA
205.1472415,19.44592735,10/14/2010,HAW-00219,Hawaii,MHI,Hawaii,-8.967779159545898,0.12952640652656555,298.4954528808594
205.1194,19.424,10/14/2010,HAW-00008,Hawaii,MHI,Hawaii,-41.91630554199219,0.15106560289859772,298.4954528808594
205.0726,19.394,10/14/2010,HAW-00009,Hawaii,MHI,Hawaii,-15.372644424438477,0.21944095194339752,298.50994873046875
204.916,19.2996,10/14/2010,HAW-00028,Hawaii,MHI,Hawaii,-39.601905822753906,0.6179817318916321,298.54742431640625
205.104556,19.41163539,10/14/2010,HAW-00453,Hawaii,MHI,Hawaii,-81.31562805175781,0.10775277763605118,298.4954528808594
205.0827091,19.39825846,10/14/2010,HAW-00292,Hawaii,MHI,Hawaii,-18.82471466064453,0.21944095194339752,298.50994873046875
204.3116,18.939,10/13/2010,HAW-00014,Hawaii,MHI,Hawaii,-31.174205780029297,0.18465137481689453,298.67218017578125
204.1396,20.26828,8/3/2013,HAW-00041,Hawaii,MHI,Hawaii,-17.88115119934082,0.18956801295280457,298.6719970703125
204.1396,20.26828,8/15/2016,HAW-00041,Hawaii,MHI,Hawaii,-17.88115119934082,0.18956801295280457,298.6719970703125
204.1396,20.26828,8/15/2016,HAW-00041,Hawaii,MHI,Hawaii,-17.88115119934082,0.18956801295280457,298.6719970703125
204.1396,20.26828,7/15/2019,HAW-00041,Hawaii,MHI,Hawaii,-17.88115119934082,0.18956801295280457,298.6719970703125
204.10905,20.24913,8/3/2013,HAW-00042,Hawaii,MHI,Hawaii,-3.3478310108184814,NA,298.688720703125
204.10905,20.24913,8/15/2016,HAW-00042,Hawaii,MHI,Hawaii,-3.3478310108184814,NA,298.688720703125
204.10905,20.24913,7/15/2019,HAW-00042,Hawaii,MHI,Hawaii,-3.3478310108184814,NA,298.688720703125
204.09976,19.24432,8/4/2013,HAW-00043,Hawaii,MHI,Hawaii,-134.69378662109375,NA,298.99078369140625
204.09976,19.24432,8/11/2016,HAW-00043,Hawaii,MHI,Hawaii,-134.69378662109375,NA,298.99078369140625
204.09976,19.24432,8/11/2016,HAW-00043,Hawaii,MHI,Hawaii,-134.69378662109375,NA,298.99078369140625
204.09976,19.24432,7/11/2019,HAW-00043,Hawaii,MHI,Hawaii,-134.69378662109375,NA,298.99078369140625
204.94197,19.74696,8/5/2013,HAW-00044,Hawaii,MHI,Hawaii,-16.054485321044922,1.3991034030914307,298.4116516113281
204.94197,19.74696,8/8/2016,HAW-00044,Hawaii,MHI,Hawaii,-16.054485321044922,1.3991034030914307,298.4116516113281
204.94197,19.74696,7/13/2019,HAW-00044,Hawaii,MHI,Hawaii,-16.054485321044922,1.3991034030914307,298.4116516113281
205.02527,19.66471,8/5/2013,HAW-00045,Hawaii,MHI,Hawaii,-16.15730094909668,0.23780131340026855,298.42950439453125
205.02527,19.66471,8/8/2016,HAW-00045,Hawaii,MHI,Hawaii,-16.15730094909668,0.23780131340026855,298.42950439453125
205.02527,19.66471,7/13/2019,HAW-00045,Hawaii,MHI,Hawaii,-16.15730094909668,0.23780131340026855,298.42950439453125
205.1824,19.48642,8/6/2013,HAW-00046,Hawaii,MHI,Hawaii,-7.738826274871826,0.18687623739242554,298.4889831542969
205.1824,19.48642,8/9/2016,HAW-00046,Hawaii,MHI,Hawaii,-7.738826274871826,0.18687623739242554,298.4889831542969
205.07555,19.39416,8/6/2013,HAW-00047,Hawaii,MHI,Hawaii,-90.65843200683594,0.21944095194339752,298.50994873046875
205.07555,19.39416,8/9/2016,HAW-00047,Hawaii,MHI,Hawaii,-90.65843200683594,0.21944095194339752,298.50994873046875
204.44769,19.06075,8/8/2013,HAW-00048,Hawaii,MHI,Hawaii,-8.831406593322754,0.1988021284341812,NA
204.44769,19.06075,8/7/2016,HAW-00048,Hawaii,MHI,Hawaii,-8.831406593322754,0.1988021284341812,NA
204.10797,19.93093,8/8/2013,HAW-00049,Hawaii,MHI,Hawaii,-30.484542846679688,0.21821868419647217,298.9581604003906
204.10797,19.93093,8/14/2016,HAW-00049,Hawaii,MHI,Hawaii,-30.484542846679688,0.21821868419647217,298.9581604003906
204.10797,19.93093,7/12/2019,HAW-00049,Hawaii,MHI,Hawaii,-30.484542846679688,0.21821868419647217,298.9581604003906
204.08609,19.88457,8/8/2013,HAW-00073,Hawaii,MHI,Hawaii,-27.659954071044922,0.29312655329704285,298.9710388183594
204.08609,19.88457,8/14/2016,HAW-00073,Hawaii,MHI,Hawaii,-27.659954071044922,0.29312655329704285,298.9710388183594
204.08609,19.88457,7/12/2019,HAW-00073,Hawaii,MHI,Hawaii,-27.659954071044922,0.29312655329704285,298.9710388183594
204.15123,19.96988,3/16/2010,HAW-00900,Hawaii,MHI,Hawaii,-4.063393592834473,0.22750765085220337,NA
204.00701,19.63153,3/14/2010,HAW-00901,Hawaii,MHI,Hawaii,-13.755533218383789,NA,298.99603271484375
204.03068,19.56838,3/9/2010,HAW-00902,Hawaii,MHI,Hawaii,-3.945064067840576,NA,298.99530029296875
204.10262,19.36916,3/8/2010,HAW-00903,Hawaii,MHI,Hawaii,-54.32394790649414,NA,298.98406982421875
204.15123,19.96988,10/12/2010,HAW-00900,Hawaii,MHI,Hawaii,-4.063393592834473,0.22750765085220337,NA
204.00701,19.63153,10/14/2010,HAW-00901,Hawaii,MHI,Hawaii,-13.755533218383789,NA,298.99603271484375
204.03068,19.56838,10/13/2010,HAW-00902,Hawaii,MHI,Hawaii,-3.945064067840576,NA,298.99530029296875
204.03068,19.56838,10/14/2010,HAW-00902,Hawaii,MHI,Hawaii,-3.945064067840576,NA,298.99530029296875
204.10262,19.36916,10/12/2010,HAW-00903,Hawaii,MHI,Hawaii,-54.32394790649414,NA,298.98406982421875
204.10262,19.36916,10/13/2010,HAW-00903,Hawaii,MHI,Hawaii,-54.32394790649414,NA,298.98406982421875
204.15123,19.96988,3/20/2011,HAW-00900,Hawaii,MHI,Hawaii,-4.063393592834473,0.22750765085220337,NA
204.00701,19.63153,3/17/2011,HAW-00901,Hawaii,MHI,Hawaii,-13.755533218383789,NA,298.99603271484375
204.03068,19.56838,3/17/2011,HAW-00902,Hawaii,MHI,Hawaii,-3.945064067840576,NA,298.99530029296875
204.10262,19.36916,3/26/2011,HAW-00903,Hawaii,MHI,Hawaii,-54.32394790649414,NA,298.98406982421875
204.15123,19.96988,10/27/2011,HAW-00900,Hawaii,MHI,Hawaii,-4.063393592834473,0.22750765085220337,NA
204.00701,19.63153,10/26/2011,HAW-00901,Hawaii,MHI,Hawaii,-13.755533218383789,NA,298.99603271484375
204.03068,19.56838,10/27/2011,HAW-00902,Hawaii,MHI,Hawaii,-3.945064067840576,NA,298.99530029296875
204.10262,19.36916,10/26/2011,HAW-00903,Hawaii,MHI,Hawaii,-54.32394790649414,NA,298.98406982421875
204.2629394,20.22456148,8/3/2013,HAW-00416,Hawaii,MHI,Hawaii,-11.592219352722168,0.16818539798259735,298.5566101074219
204.2411274,20.24326519,8/3/2013,HAW-00402,Hawaii,MHI,Hawaii,-23.396846771240234,0.4119970202445984,298.5863037109375
204.2260177,20.24433305,8/3/2013,HAW-00469,Hawaii,MHI,Hawaii,NA,0.4119970202445984,298.5863037109375
204.2029708,20.24934433,8/3/2013,HAW-00468,Hawaii,MHI,Hawaii,NA,0.6449278593063354,298.5863037109375
204.1753041,20.26168551,8/3/2013,HAW-00433,Hawaii,MHI,Hawaii,NA,0.17766864597797394,298.6318054199219
204.1578115,20.27029943,8/3/2013,HAW-00398,Hawaii,MHI,Hawaii,-19.880373001098633,0.18956801295280457,298.6318054199219
